3752,suhail-+,20,0,0.0t,0.0t,0.0t,S,0.0,0.2,0:00.16,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,17.8,0.3,0:00.34,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,100.0,1.4,0:01.34,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,100.0,2.5,0:02.34,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,100.0,3.5,0:03.34,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,99.0,4.6,0:04.34,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,100.0,5.6,0:05.34,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,100.0,6.7,0:06.34,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,100.0,7.8,0:07.34,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,99.0,8.8,0:08.34,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,100.0,9.8,0:09.34,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,100.0,9.8,0:10.34,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,100.0,9.8,0:11.34,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,100.0,9.8,0:12.34,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,99.0,9.8,0:13.34,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,100.0,9.8,0:14.34,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,100.0,9.8,0:15.34,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,100.0,9.8,0:16.34,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,100.0,9.8,0:17.35,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,99.0,9.8,0:18.35,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,100.0,9.8,0:19.35,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,100.0,9.8,0:20.35,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,100.0,9.8,0:21.35,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,100.0,9.8,0:22.35,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,99.0,9.8,0:23.35,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,100.0,9.8,0:24.35,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,100.0,9.8,0:25.36,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,100.0,9.8,0:26.36,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,100.0,9.8,0:27.36,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,99.0,9.8,0:28.36,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,100.0,9.8,0:29.37,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,100.0,9.8,0:30.37,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,100.0,9.8,0:31.37,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,100.0,9.8,0:32.37,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,99.0,9.8,0:33.37,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,100.0,9.8,0:34.37,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,100.0,9.8,0:35.37,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,100.0,9.8,0:36.37,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,100.0,9.8,0:37.37,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,99.0,9.9,0:38.37,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,100.0,9.9,0:39.37,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,100.0,9.9,0:40.37,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,100.0,9.9,0:41.37,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,100.0,9.9,0:42.37,crypt.py
3752,suhail-+,20,0,0.0t,0.0t,0.0t,R,99.0,9.9,0:43.37,crypt.py
