14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,66.7,16.4,0:02.47,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,55.0,16.4,0:03.02,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,61.0,16.4,0:03.63,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,S,66.3,16.4,0:04.30,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,60.0,16.4,0:04.90,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,55.0,16.4,0:05.45,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,68.0,16.4,0:06.13,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,62.4,16.4,0:06.76,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,55.0,16.4,0:07.31,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,S,59.0,16.4,0:07.90,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,71.0,16.4,0:08.61,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,68.3,16.4,0:09.30,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,S,66.0,16.4,0:09.96,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,57.4,16.4,0:10.54,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,S,73.0,16.4,0:11.27,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,56.0,16.4,0:11.83,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,60.0,16.4,0:12.43,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,58.4,16.4,0:13.02,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,58.0,16.4,0:13.60,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,70.0,16.4,0:14.30,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,63.0,16.4,0:14.93,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,64.4,16.4,0:15.58,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,S,69.0,16.4,0:16.27,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,58.0,16.4,0:16.85,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,62.4,16.4,0:17.48,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,67.0,16.4,0:18.15,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,67.0,16.4,0:18.82,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,66.0,16.4,0:19.48,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,84.2,16.4,0:20.33,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,67.0,16.4,0:21.00,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,64.0,16.4,0:21.64,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,59.4,16.4,0:22.24,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,58.0,16.4,0:22.82,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,58.0,16.4,0:23.40,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,63.0,16.4,0:24.03,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,58.4,16.4,0:24.62,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,62.0,16.4,0:25.24,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,61.0,16.4,0:25.85,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,59.0,16.4,0:26.44,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,70.3,16.4,0:27.15,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,55.0,16.4,0:27.70,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,55.0,16.4,0:28.25,crypt.py
14887,suhail-+,20,0,0.0t,0.0t,0.0t,R,63.4,16.4,0:28.89,crypt.py
